realClass,\ari,\flesch,\coleman,\kincaid,\fog,\smog,\li,\numPerguntas,\numPassiveVoice,\porcMenoresFrases,\porcMaioresFrases,\porcConjucoes,\numAuxiliarVerb,\inicioArtigo,\inicioPronome,\inicioConjuncaoSubordinadas,\inicioConjuncao,\porcSubstantivacao,\porcPreposicao,\inicioPronomeInterrogativo,\inicioPreposicoes,\wordCount,\sentenceCount,\porcToBe,\numPronomes,\CitPerTLen,\ImagesPerSec,\numCitations,\CitPerSec,\minSLen,\maxSLen,\stdSLen,\minAbsLen,\XLinksPerSec,\ssCount,\sCount,\numExtLink,\tamMaiorFrase,\avgSLen,\meanSubsectionPerSection,\LinksPerTLen,\avgPLen,id
'ST',8.2,75.3,8.3,7.2,9.6,8.7,33.8,1.0,57.0,0.5094,0.1321,0.0546,55.0,29.0,23.0,9.0,0.0,0.0077,125,2.0,23.0,2840.0,159.0,0.0243,219.0,9006.5,0.1111,2.0,0.2222,17.0,1960.0,119.44,633.0,0.6667,18.0,9.0,6.0,110.0,2001.4445,2.0,667.1481,61.7391,3868589
'FA',22.2,32.3,13.7,18.4,22.2,16.9,69.1,0.0,110.0,0.6512,0.2384,0.0434,41.0,26.0,26.0,7.0,3.0,24,0.1187,1.0,25.0,6678.0,172.0,0.0305,271.0,727.8165,0.1765,109.0,6.4118,17.0,6820.0,438.58,1552.0,0.8235,14.0,17.0,14.0,317.0,4666.5884,0.8235,217.3479,162878,203756
'FA',18.6,39.5,12.9,15.8,19.2,15.3,60.5,0.0,48.0,0.5362,0.2464,0.0441,19.0,6.0,16.0,3.0,0.0,0.0312,0.1429,0.0,14.0,2247.0,69.0,0.0396,103.0,839.5,0.5,28.0,7.0,14.0,5758.0,86.67,1119.0,0.0,4.0,4.0,0.0,90.0,5876.5,1.0,162.1103,249.6667,2604208
'SB',7.0,80.5,10.9,4.1,4.5,5.7,38.6,0.0,1.0,0.25,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0303,0.0909,0.0,0.0,33.0,4.0,0.0303,0.0,0.0,0.0,0.0,0.0,264.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,46.3333,8.25,985618
'SB',6.3,68.2,9.7,6.2,10.4,9.9,37.1,0.0,5.0,0.5,0.0,0.0342,0.0,2.0,2.0,0.0,0.0,0.0,0.1368,0.0,2.0,117.0,12.0,0.0427,5.0,0.0,0.0,0.0,0.0,134.0,642.0,77.36,645.0,0.5,0.0,2.0,1.0,19.0,599.0,0.0,108.9091,39.0,2310341
'FA',18.4,38.6,13.8,15.5,19.1,15.5,62.3,0.0,53.0,0.5281,191,0.0458,11.0,12.0,18.0,4.0,0.0,0.0161,0.1334,0.0,13.0,2728.0,89.0,0.0312,170.0,13323.5,0.6667,2.0,0.2222,528.0,2848.0,444.0,1039.0,3.3333,6.0,9.0,30.0,133.0,2960.7778,0.6667,136.6513,88.0,93815
'SB',14.8,53.7,9.8,13.2,16.0,12.5,51.7,0.0,1.0,0.5,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1167,0.0,0.0,60.0,2.0,0.0333,1.0,0.0,0.0,0.0,0.0,18.0,1060.0,474.05,361.0,0.0,2.0,2.0,0.0,56.0,1650.0,1.0,132.0,20.0,8258003
'BC',27.4,29.9,11.1,22.4,25.5,15.8,76.5,0.0,14.0,0.6818,0.2727,39,7.0,2.0,3.0,0.0,1.0,0.0313,149,0.0,2.0,1181.0,22.0,0.0449,37.0,705.1875,0.0,16.0,2.2857,15.0,2064.0,76.84,379.0,0.0,2.0,7.0,0.0,301.0,1611857,0.2857,156.7083,196.8333,11334785
'ST',9.0,68.8,10.6,7.5,10.5,10.1,37.4,0.0,26.0,0.2821,0.0256,0.0482,2.0,5.0,6.0,0.0,0.0,0.0116,0.1312,0.0,1.0,602.0,39.0,0.0498,19.0,0.0,0.6667,0.0,0.0,311.0,904.0,122.84,667.0,0.1667,0.0,6.0,1.0,27.0,726.1667,0.0,132.0303,100.3333,6013487
'BC',13.1,50.6,12.5,11.5,14.8,13.0,50.6,0.0,34.0,0.3718,0.2436,0.0515,4.0,11.0,15.0,2.0,1.0,0.0204,0.1365,0.0,18.0,1670.0,78.0,0.0293,103.0,0.0,0.2,0.0,0.0,388.0,7860.0,158.4,980.0,0.0,0.0,5.0,0.0,52.0,2382.4,0.0,148.9,104375,322851
'AC',12.7,53.1,12.6,10.9,14.0,12.4,48.2,0.0,181.0,0.5193,0.2454,0.0439,41.0,94.0,29.0,12.0,0.0,0.0327,0.1279,3.0,45.0,10077.0,493.0,0.0243,204.0,1355.2181,1.4545,55.0,5.0,12.0,10489.0,82.02,5022.0,5.0,16.0,11.0,55.0,107.0,6776091,1.4545,390.2461,173.7414,21503
'SB',12.0,54.5,12.5,10.4,14.5,12.9,51.3,0.0,9.0,0.6,0.2,0.0317,0.0,2.0,1.0,0.0,0.0,0.0176,0.1197,0.0,0.0,284.0,15.0,0.0352,9.0,747.1667,0.0,6.0,1.0,36.0,1007.0,173.11,181.0,0.6667,0.0,6.0,4.0,63.0,747.1667,0.0,83.0185,31.5556,6522696
'ST',19.1,36.4,13.3,16.4,19.9,15.8,59.8,0.0,7.0,0.5,0.3333,53,0.0,0.0,1.0,2.0,0.0,0.0278,0.1313,0.0,3.0,396.0,12.0,0.0303,16.0,2066.5,0.0,2.0,0.5,17.0,1687.0,107.78,849.0,0.25,0.0,4.0,1.0,60.0,1033.25,0.0,114.8056,56.5714,9132865
'GA',11.8,59.7,11.5,10.0,12.6,11.2,48.0,0.0,41.0,0.4796,0.2143,0.04,9.0,19.0,12.0,0.0,0.0,0.0095,0.1385,0.0,8.0,2000.0,98.0,0.0265,91.0,1696.0,0.2,9.0,1.8,19.0,3121.0,443.67,538.0,0.8,3.0,5.0,4.0,119.0,3052.8,0.6,129.3559,133.3333,106155
'SB',11.2,19.5,15.0,11.5,18.3,10.1,37.3,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,12.0,3.0,0.0,0.0,523.0,0.0,1.0,1.0,140.0,155.0,98.99,156.0,0.0,0.0,1.0,0.0,8.0,523.0,0.0,87.1667,12.0,13522828
'SB',11.7,53.5,11.5,10.8,12.8,11.4,45.3,0.0,8.0,375,0.1875,0.0466,1.0,0.0,5.0,0.0,0.0,0.0124,0.1025,1.0,1.0,322.0,16.0,28,26.0,1880.5,0.5,2.0,0.5,15.0,688.0,280.87,238.0,0.75,1.0,4.0,3.0,42.0,940.25,0.25,250.7333,53.6667,3814620
'ST',8.9,69.5,10.0,7.7,10.3,9.8,39.0,0.0,86.0,0.4455,0.1535,0.0503,12.0,21.0,39.0,14.0,2.0,0.0081,0.1265,5.0,14.0,3343.0,202.0,0.0365,299.0,21511.0,0.6667,1.0,0.3333,34.0,3424.0,41.86,1491.0,0.3333,8.0,3.0,1.0,57.0,7170.3335,2.6667,405.8679,92.8611,4878000
'AC',15.6,50.2,11.9,13.2,16.7,13.8,55.1,0.0,116.0,0.4333,219,0.0666,7.0,53.0,31.0,5.0,1.0,0.0152,0.1226,1.0,18.0,5873.0,210.0,0.0242,211.0,0.0,0.2,0.0,0.0,24.0,3711.0,59.5,1181.0,0.1,24.0,10.0,1.0,73.0,3808.0,2.4,217.6,124.9574,660914
'AC',13.1,58.2,11.7,10.8,13.8,11.9,47.3,0.0,82.0,0.5152,0.1515,0.0453,6.0,26.0,7.0,8.0,0.0,0.0164,0.1313,0.0,15.0,3778.0,165.0,0.0296,58.0,3066.25,0.7273,12.0,1.0909,15.0,3425.0,275.59,973.0,1.3636,15.0,11.0,15.0,163.0,3345.0,1.3636,67.1442,82.1304,140899
'SB',14.1,52.4,10.2,12.9,15.2,12.2,51.8,0.0,2.0,0.6667,0.1667,0.0479,0.0,1.0,2.0,0.0,0.0,6,0.1317,0.0,1.0,167.0,6.0,18,6.0,0.0,0.0,0.0,0.0,70.0,966.0,49.5,971.0,0.0,0.0,1.0,0.0,49.0,1578.0,0.0,78.9,55.6667,14099918
'BC',14.3,57.2,12.1,11.4,14.4,12.1,53.2,0.0,32.0,0.4737,0.1579,0.0468,6.0,2.0,8.0,2.0,0.0,0.0106,0.1233,0.0,7.0,1411.0,57.0,0.0262,73.0,5810.5,0.0,2.0,0.2857,15.0,3784.0,347.53,707.0,1.2857,2.0,7.0,9.0,101.0,1660143,0.2857,124957,88.1875,567599
'ST',11.3,60.8,11.9,9.4,12.5,11.4,44.1,0.0,20.0,0.3714,0.0571,0.0353,0.0,4.0,2.0,0.0,0.0,0.0261,0.1396,1.0,8.0,652.0,35.0,0.0322,29.0,1329.0,0.0,4.0,1.3333,25.0,3248.0,208.85,144.0,0.0,1.0,3.0,0.0,43.0,1772.0,0.3333,443.0,72.4444,4278309
'FA',18.7,47.3,11.2,15.5,18.9,14.1,58.5,4.0,71.0,0.6833,0.2083,0.0535,47.0,12.0,21.0,6.0,2.0,0.0173,0.1303,2.0,10.0,4282.0,120.0,0.0336,260.0,712.9494,875,79.0,9875,14.0,5596.0,271.75,1303.0,9.25,7.0,8.0,74.0,210.0,7040375,875,380.5608,329.3846,1820218
'FA',17.6,59.3,6.0,15.4,17.9,8.7,61.1,0.0,28.0,0.6351,0.3404,0.0033,8.0,12.0,9.0,0.0,0.0,6.0E-4,0.0059,0.0,2.0,11987.0,285.0,0.0032,33.0,83622.0,0.0,1.0,0.1429,88.0,22906.0,70.0,864.0,0.0,1.0,7.0,0.0,234.0,11946.0,0.1429,1100.2896,2397.4,6044214
'FA',14.9,41.5,13.9,13.2,16.4,14.1,56.0,1.0,160.0,0.5274,0.1747,0.0511,80.0,34.0,29.0,16.0,0.0,0.0225,0.1125,3.0,27.0,6714.0,292.0,0.0353,203.0,754.7363,0.2667,91.0,6.0667,15.0,5321.0,196.42,3601.0,1.0,7.0,15.0,15.0,171.0,4578.7334,0.4667,170.0025,191.8286,50603
'FA',22.6,36.6,12.9,18.4,22.2,16.4,69.3,0.0,47.0,0.6066,0.2787,0.0423,5.0,11.0,8.0,3.0,0.0,0.0128,0.1418,0.0,7.0,2504.0,61.0,0.0423,128.0,1190.9375,0.3333,16.0,1.7778,12.0,3933.0,118.9,887.0,0.3333,0.0,9.0,3.0,147.0,2117.2222,0.0,186.8137,156.5,5517261
'AC',16.2,54.8,12.1,12.8,15.9,12.7,53.1,1.0,121.0,0.5944,0.2167,0.0601,30.0,34.0,14.0,8.0,1.0,0.0102,121,2.0,38.0,5205.0,180.0,0.0365,121.0,1336.8158,1.2,38.0,3.8,10.0,5898.0,103.88,1119.0,1.2,19.0,10.0,12.0,111.0,5079.9,1.9,158.7469,162.6563,10885
'SB',7.5,82.4,8.2,5.9,9.3,8.8,38.5,0.0,4.0,375,125,53,1.0,2.0,2.0,1.0,0.0,0.0076,0.1742,0.0,1.0,132.0,8.0,0.0303,4.0,0.0,2.0,0.0,0.0,773.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,195.8889,26.4,7467968
'SB',7.0,53.5,11.1,7.7,11.6,10.0,38.8,0.0,4.0,125,0.0,0.0164,0.0,1.0,2.0,0.0,0.0,0.0,0.1148,0.0,0.0,61.0,8.0,0.0656,3.0,0.0,0.0,0.0,0.0,257.0,307.0,181.73,310.0,2.0,0.0,1.0,2.0,15.0,1050.0,0.0,55.2632,20.3333,12403091
'GA',16.2,53.6,12.7,12.7,15.4,12.5,54.0,0.0,22.0,0.4043,0.1489,0.0741,0.0,11.0,4.0,2.0,0.0,0.0031,0.1108,0.0,7.0,1309.0,47.0,0.0176,33.0,1589.0,0.4,8.0,1.6,12.0,1771.0,181.29,1204.0,2.4,6.0,5.0,12.0,72.0,2542.4,1.2,84.7467,93.5,500054
'FA',24.0,27.8,13.7,20.0,23.2,17.0,72.8,0.0,37.0,0.7143,0.2143,0.0446,11.0,18.0,10.0,2.0,1.0,0.0231,0.1463,1.0,4.0,2981.0,70.0,0.0252,132.0,778125,0.2857,48.0,6.8571,14.0,4630.0,328.2,1254.0,1.4286,6.0,7.0,10.0,295.0,5335.7144,0.8571,187.6884,331.2222,1133403
'GA',15.7,54.9,12.4,12.4,15.0,12.1,55.6,0.0,29.0,0.6415,0.2453,0.0399,1.0,9.0,2.0,3.0,0.0,22,0.1025,0.0,4.0,1454.0,53.0,0.0316,15.0,1336.4,0.6,10.0,2.0,74.0,3034.0,30.21,747.0,2.4,0.0,5.0,12.0,101.0,2672.8,0.0,57.6034,727.0,11438431
'AC',17.8,46.6,11.2,15.1,18.0,13.7,60.2,0.0,101.0,0.6178,0.2293,0.0414,4.0,51.0,11.0,11.0,0.0,0.0204,0.1215,0.0,27.0,5291.0,157.0,0.0278,82.0,1075.8206,2.2222,39.0,4.3333,13.0,10565.0,80.64,1731.0,2.0,17.0,9.0,18.0,179.0,4661.8887,1.8889,135.3452,330.6875,366696
'ST',12.0,46.3,12.9,11.4,15.0,13.3,53.0,0.0,13.0,0.5714,0.2245,0.0501,0.0,0.0,8.0,1.0,0.0,0.0267,0.1247,0.0,3.0,898.0,49.0,0.0167,27.0,0.0,0.2,0.0,0.0,250.0,2817.0,213.11,253.0,0.4,0.0,5.0,2.0,62.0,1332.8,0.0,133.28,99.7778,2605935
'GA',15.4,53.1,11.4,12.9,16.8,13.7,53.0,0.0,61.0,0.6694,0.1532,0.0455,7.0,25.0,20.0,4.0,0.0,0.0167,0.1239,0.0,12.0,3542.0,124.0,0.0333,188.0,824551,0.0,49.0,4.4545,17.0,4826.0,122.72,2628.0,0.4545,5.0,11.0,5.0,226.0,3673.0,0.4545,226.9831,295.1667,8294126
'AC',14.8,40.7,12.5,13.8,17.0,14.5,56.8,0.0,16.0,0.5405,0.2973,0.0482,9.0,4.0,1.0,0.0,0.0,0.0364,0.0932,0.0,1.0,933.0,37.0,0.0332,18.0,1926.0,0.6667,6.0,1.0,46.0,3119.0,324.29,2695.0,0.5,0.0,6.0,3.0,77.0,1926.0,0.0,86.2388,93.3,1362114
'FA',19.5,33.0,13.8,16.8,20.2,16.2,62.1,0.0,75.0,0.6136,0.2386,0.0442,49.0,17.0,13.0,3.0,0.0,0.0328,119,0.0,12.0,2898.0,88.0,0.0504,82.0,934.3421,0.9,38.0,3.8,28.0,4586.0,111.13,2348.0,0.0,9.0,10.0,0.0,147.0,3550.5,0.9,293.4298,181125,4909834
'GA',18.3,34.7,12.7,16.5,19.5,15.6,63.0,2.0,115.0,601,0.2539,0.0461,48.0,30.0,15.0,8.0,1.0,0.0263,0.1392,1.0,20.0,6243.0,193.0,0.0324,211.0,1079.3273,0.4,55.0,5.5,21.0,5518.0,321.65,5531.0,2.1,17.0,10.0,21.0,312.0,5936.3,1.7,322625,130.0625,9891
'SB',8.7,59.6,12.7,7.3,9.7,9.5,45.0,0.0,2.0,0.6,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0208,125,0.0,0.0,48.0,5.0,0.0417,1.0,0.0,0.0,0.0,0.0,162.0,262.0,185.26,165.0,2.0,0.0,1.0,2.0,21.0,898.0,0.0,56125,16.0,12913332
'ST',10.4,63.0,10.9,9.0,11.3,10.4,43.1,0.0,13.0,0.4333,0.1667,0.06,0.0,1.0,8.0,0.0,0.0,0.0218,0.1127,0.0,1.0,550.0,30.0,0.0291,28.0,0.0,0.0,0.0,0.0,149.0,1551.0,436.0,150.0,0.0,0.0,3.0,0.0,81.0,1355.6667,0.0,104.2821,78.5714,766999
'FA',14.2,48.0,12.2,12.7,15.8,13.5,51.8,0.0,139.0,0.5247,0.2197,0.0485,32.0,21.0,31.0,16.0,0.0,0.0179,0.1362,2.0,34.0,5468.0,223.0,0.0402,194.0,1194.6,0.2727,40.0,3.6364,10.0,7752.0,474.0,2014.0,2.8182,6.0,11.0,31.0,102.0,4344.0,0.5455,126.0792,130.1905,13256
'SB',19.2,42.6,12.7,15.8,19.1,14.8,63.4,0.0,6.0,0.5,0.1667,0.0488,0.0,0.0,2.0,1.0,0.0,0.0537,0.1707,0.0,1.0,205.0,6.0,0.0341,10.0,0.0,0.0,0.0,0.0,607.0,1261.0,429.21,1272.0,0.0,0.0,1.0,0.0,55.0,3758.0,0.0,73.6863,34.1667,9128586
'ST',18.3,43.3,11.8,15.6,18.8,14.6,60.1,0.0,8.0,0.6364,0.1818,0.0323,4.0,3.0,1.0,0.0,0.0,0.0189,0.1429,0.0,0.0,371.0,11.0,0.0377,5.0,588.4,2.0,5.0,2.5,17.0,2463.0,87.18,2472.0,0.0,0.0,2.0,0.0,125.0,1471.0,0.0,196.1333,92.75,10168678
'ST',25.1,38.9,10.4,20.3,22.9,13.4,68.1,0.0,6.0,0.5,375,0.0474,0.0,4.0,0.0,0.0,0.0,5,0.1347,0.0,0.0,401.0,8.0,0.0274,4.0,0.0,0.0,0.0,0.0,81.0,1552.0,46.77,1188.0,0.0,0.0,2.0,0.0,97.0,2212.5,0.0,26.9817,80.2,4297893
'SB',12.4,59.3,11.9,10.2,12.2,10.7,49.6,0.0,2.0,0.3333,0.0,0.0476,0.0,1.0,1.0,0.0,0.0,0.0159,0.1905,0.0,0.0,63.0,3.0,0.0317,2.0,0.0,0.0,0.0,0.0,211.0,382.0,149.2,387.0,0.0,0.0,1.0,0.0,25.0,1227.0,0.0,23.1509,21.0,6899827
'AC',14.0,38.9,14.6,12.7,16.7,14.4,53.9,1.0,157.0,0.3918,0.0898,0.0619,44.0,30.0,25.0,9.0,0.0,0.0403,0.1274,0.0,26.0,4844.0,245.0,45,205.0,0.0,0.8571,0.0,0.0,13.0,4255.0,143.27,1661.0,1.1429,14.0,7.0,8.0,83.0,5959857,2.0,153.9446,73.3939,5459866
'SB',9.6,57.8,11.4,9.0,11.3,10.7,47.5,0.0,6.0,0.4167,0.1667,71,1.0,0.0,5.0,0.0,0.0,0.0328,0.1694,0.0,2.0,183.0,12.0,0.0328,7.0,0.0,1.0,0.0,0.0,699.0,1139.0,494.27,1144.0,0.0,0.0,1.0,0.0,44.0,3017.0,0.0,25.1417,61.0,366718
'FA',20.9,43.0,11.9,16.9,20.1,14.4,63.6,0.0,49.0,0.6418,0.2388,0.0456,46.0,10.0,8.0,2.0,1.0,0.0176,0.1153,0.0,4.0,2611.0,67.0,0.0333,103.0,677.5909,0.5,44.0,7.3333,15.0,4814.0,125.73,2368.0,0.3333,4.0,6.0,2.0,169.0,4969.0,0.6667,204.2055,522.2,595799
'FA',26.4,31.4,12.0,21.3,24.7,16.2,75.1,0.0,63.0,0.5888,0.3084,0.0428,26.0,18.0,11.0,3.0,0.0,0.0134,108,3.0,2.0,5370.0,107.0,0.0263,286.0,709.0,0.5714,60.0,8.5714,15.0,7487.0,191.97,2520.0,0.7143,4.0,7.0,5.0,193.0,6077143,0.5714,257.8182,596.6667,5422414
'GA',18.5,42.6,13.4,15.2,18.2,14.5,63.3,0.0,56.0,0.6203,0.2658,0.0481,17.0,11.0,11.0,7.0,0.0,0.02,0.1209,1.0,18.0,2497.0,79.0,0.0465,92.0,754.5588,0.4545,34.0,3.0909,10.0,6447.0,125.57,1499.0,0.1818,0.0,11.0,2.0,110.0,2332.2727,0.0,288.2584,249.7,449677
'SB',10.3,61.2,11.6,8.9,12.2,11.3,43.2,0.0,5.0,0.4286,0.0,0.0513,0.0,2.0,0.0,0.0,0.0,0.0085,0.1538,0.0,0.0,117.0,7.0,0.0513,8.0,0.0,0.0,0.0,0.0,876.0,876.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,19.8654,58.5,863991
'ST',14.1,38.8,15.5,12.4,15.5,13.6,54.7,0.0,7.0,0.4,0.15,0.0548,2.0,2.0,1.0,1.0,0.0,0.0164,0.0904,0.0,5.0,365.0,20.0,0.0219,8.0,4186.0,0.1667,1.0,0.1667,15.0,1130.0,173.86,147.0,0.5,0.0,6.0,3.0,48.0,697.6667,0.0,99.6667,36.5,12665591
'BC',12.0,64.1,10.5,9.9,12.7,10.9,48.8,0.0,6.0,0.5652,0.2609,0.0289,1.0,7.0,1.0,0.0,0.0,0.0347,131,0.0,0.0,519.0,23.0,0.0154,11.0,2266.0,3.1667,4.0,0.6667,15.0,1261.0,161.0,503.0,0.6667,2.0,6.0,4.0,67.0,1510.6667,0.3333,148.5902,74.1429,3695583
'SB',5.1,70.2,8.5,5.6,9.1,9.0,37.1,0.0,2.0,0.5,0.0714,0.0084,0.0,0.0,1.0,0.0,0.0,0.0,84,0.0,0.0,119.0,14.0,0.0168,2.0,0.0,0.0,0.0,0.0,852.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,56.3333,23.8,13144830
'FA',16.7,42.9,12.8,14.4,17.9,14.7,58.0,0.0,129.0,0.5703,0.2329,0.0396,62.0,19.0,30.0,1.0,0.0,0.0205,0.1282,0.0,15.0,7168.0,249.0,0.0269,183.0,1497381,2.5714,42.0,6.0,20.0,17109.0,1495.75,5350.0,10.2857,5.0,7.0,72.0,148.0,8984286,0.7143,204.1883,217.2121,208430
'FA',16.6,51.2,11.7,13.7,16.9,13.4,56.6,0.0,41.0,0.5574,0.2131,0.0393,6.0,21.0,3.0,3.0,1.0,0.0113,0.1189,0.0,9.0,1859.0,61.0,0.0339,20.0,943.4783,1.6667,23.0,3.8333,14.0,5129.0,495.51,1854.0,0.6667,0.0,6.0,4.0,114.0,3616.6667,0.0,89.3004,206.5556,548711
'ST',17.6,28.5,16.7,15.3,19.3,16.2,59.7,0.0,4.0,0.2,0.0,0.0826,0.0,0.0,0.0,0.0,0.0,0.0496,0.0992,0.0,0.0,121.0,5.0,0.0579,5.0,0.0,0.0,0.0,0.0,10.0,1448.0,591.14,211.0,1.6,0.0,5.0,8.0,30.0,872.2,0.0,23.8306,30.25,363831
'ST',17.0,49.8,10.5,14.6,17.9,13.7,56.8,0.0,56.0,0.5789,0.2105,0.0512,48.0,16.0,3.0,4.0,0.0,13,0.1135,4.0,14.0,3164.0,95.0,0.0326,98.0,11106.0,125,2.0,0.25,56.0,5591.0,321.87,548.0,625,3.0,8.0,5.0,197.0,2776.5,375,191.4828,105.4667,347297
'SB',14.2,59.1,10.8,11.7,13.8,10.9,45.8,0.0,6.0,0.7273,0.1818,0.0238,1.0,1.0,1.0,0.0,0.0,0.0102,0.1122,0.0,0.0,294.0,11.0,0.0238,6.0,1034.6667,0.0,3.0,0.6,175.0,900.0,71.44,382.0,1.2,0.0,5.0,6.0,108.0,620.8,0.0,103.4667,98.0,5858204
'FA',39.0,0.2,13.3,31.5,35.1,20.6,101.4,0.0,33.0,0.6786,0.2857,0.0412,15.0,0.0,6.0,2.0,0.0,0.0213,0.1414,1.0,7.0,4124.0,56.0,0.0259,206.0,830.2321,0.5714,56.0,8.0,15.0,5567.0,560.01,1633.0,2.0,9.0,7.0,14.0,419.0,6641857,1.2857,170.9301,589.1429,2346975
'SB',12.6,56.4,11.4,11.0,14.6,12.7,53.0,0.0,4.0,0.5714,0.2857,0.0637,0.0,0.0,0.0,0.0,0.0,0.0064,0.1401,0.0,0.0,157.0,7.0,0.0446,3.0,0.0,0.0,0.0,0.0,254.0,963.0,179.61,964.0,1.0,0.0,1.0,1.0,53.0,1587.0,0.0,99.1875,78.5,9353742
'SB',5.8,61.3,9.3,6.0,8.4,8.0,36.6,0.0,2.0,0.1667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1563,0.0,0.0,32.0,6.0,0.0625,1.0,0.0,0.0,0.0,0.0,140.0,286.0,202.23,143.0,2.0,0.0,1.0,2.0,11.0,944.0,0.0,55.5294,8.0,12624655
'ST',31.6,5.6,15.2,26.3,31.0,22.1,91.2,0.0,7.0,0.5556,0.3333,0.0379,1.0,3.0,0.0,2.0,0.0,0.0299,0.1377,0.0,0.0,501.0,9.0,0.0259,15.0,1567.25,0.0,4.0,0.8,257.0,1892.0,109.0,1899.0,1.0,0.0,5.0,5.0,136.0,1253.8,0.0,40.9739,83.5,984092
'AC',14.9,50.2,13.1,12.3,15.5,13.2,55.0,0.0,270.0,0.5257,0.1786,0.0505,29.0,135.0,30.0,12.0,0.0,0.0212,118,1.0,44.0,11924.0,487.0,0.0324,190.0,1163.1731,2.8462,104.0,8.0,14.0,6934.0,731.61,6943.0,1.6923,20.0,13.0,22.0,367.0,9305385,1.5385,79.2207,108.4,31717
'BC',13.6,59.9,11.4,11.0,14.2,12.0,49.2,0.0,17.0,0.5102,0.1429,0.0399,5.0,4.0,17.0,2.0,0.0,0.0108,0.1006,0.0,3.0,1203.0,49.0,0.0191,57.0,2070.0,0.0,5.0,0.8333,16.0,2056.0,232.38,1036.0,0.5,5.0,6.0,3.0,81.0,1725.0,0.8333,64.2857,92.5385,608772
'FA',11.3,58.1,11.4,9.9,13.0,11.8,46.3,0.0,202.0,0.4322,0.1482,0.0513,48.0,40.0,86.0,10.0,1.0,0.0147,0.1261,11.0,38.0,7678.0,398.0,0.0336,570.0,923.1061,1.3,66.0,6.6,14.0,7202.0,603.82,1682.0,1.8,8.0,10.0,18.0,242.0,6092.5,0.8,141686,144.8679,6140
'GA',23.0,27.4,15.0,19.0,22.6,17.5,72.3,0.0,23.0,0.6279,0.3023,0.0352,5.0,4.0,4.0,1.0,0.0,0.0322,0.1365,0.0,2.0,1648.0,43.0,0.0303,42.0,1267.4545,0.5714,11.0,1.5714,98.0,3413.0,311.48,1566.0,0.7143,0.0,7.0,5.0,175.0,1991.7144,0.0,134.0577,137.3333,5514193
'ST',10.6,49.4,12.1,10.5,13.8,12.5,47.3,0.0,13.0,0.5778,0.1037,0.0334,2.0,11.0,11.0,2.0,0.0,0.0214,105,0.0,5.0,2248.0,135.0,0.0067,28.0,0.0,0.0,0.0,0.0,610.0,9624.0,352.18,5551.0,2.0,0.0,2.0,4.0,362.0,8091.0,0.0,404.55,224.8,11687950
'AC',9.0,66.7,10.7,7.7,10.7,10.3,40.5,1.0,109.0,0.5606,0.1725,53,37.0,48.0,19.0,5.0,2.0,0.0085,0.1046,5.0,19.0,5660.0,371.0,0.0269,175.0,0.0,1.0,0.0,0.0,19.0,5414.0,416.81,5421.0,1.6667,12.0,9.0,15.0,580.0,4841222,1.3333,82.3648,115.5102,21839
'ST',8.9,56.8,12.3,8.2,12.1,11.1,43.6,0.0,5.0,0.3721,93,0.0388,1.0,5.0,3.0,0.0,0.0,0.0245,0.1,0.0,1.0,490.0,43.0,0.0122,12.0,4690.0,0.2,1.0,0.2,221.0,1623.0,100.02,408.0,2.2,0.0,5.0,11.0,85.0,938.0,0.0,203913,35.0,6315447
'SB',9.3,40.2,13.7,9.9,13.1,11.0,47.6,0.0,4.0,0.3333,0.1111,0.0625,0.0,1.0,3.0,0.0,0.0,0.0,75,0.0,0.0,80.0,9.0,0.05,3.0,0.0,0.0,0.0,0.0,294.0,434.0,207.89,437.0,2.0,0.0,1.0,2.0,29.0,1212.0,0.0,52.6957,26.6667,12370973
'SB',11.0,67.6,9.4,9.4,12.1,10.3,43.7,0.0,9.0,0.5385,0.2308,0.0411,1.0,3.0,3.0,0.0,0.0,0.0205,0.1164,0.0,1.0,292.0,13.0,0.0342,10.0,0.0,0.0,0.0,0.0,338.0,1867.0,239.0,1878.0,3.0,0.0,1.0,3.0,56.0,2764.0,0.0,42.5231,58.4,260346
'GA',15.9,39.6,13.3,14.3,18.9,15.8,57.2,0.0,80.0,0.5231,0.1846,0.0578,22.0,17.0,19.0,1.0,0.0,0.0381,0.1041,0.0,9.0,3409.0,130.0,32,85.0,0.0,0.1429,0.0,0.0,27.0,5279.0,78.34,599.0,0.2143,6.0,14.0,3.0,111.0,1781357,0.4286,262.5158,48.7,10827
